Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Brunei Darussalam","Production","Rice","2022","t","4200"
"Crops and livestock products","Brunei Darussalam","Production","Sheep fat, unrendered","2022","t","1.57"
"Crops and livestock products","Brunei Darussalam","Production","Spinach","2022","t","477"
"Crops and livestock products","Brunei Darussalam","Production","Sugar cane","2022","t","81.18"
"Crops and livestock products","Brunei Darussalam","Production","Sweet potatoes","2022","t","277.41"
"Crops and livestock products","Brunei Darussalam","Production","Tomatoes","2022","t","138.99"
"Crops and livestock products","Brunei Darussalam","Production","Watermelons","2022","t","365"
"Crops and livestock products","Bulgaria","Production","Almonds, in shell","2022","t","960"
"Crops and livestock products","Bulgaria","Production","Apples","2022","t","46400"
"Crops and livestock products","Bulgaria","Production","Apricots","2022","t","19040"
"Crops and livestock products","Bulgaria","Production","Artichokes","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Asparagus","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Avocados","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Bananas","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Barley","2022","t","624600"
"Crops and livestock products","Bulgaria","Production","Blueberries","2022","t","140"
"Crops and livestock products","Bulgaria","Production","Broad beans and horse beans, green","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Cabbages","2022","t","39590"
"Crops and livestock products","Bulgaria","Production","Cantaloupes and other melons","2022","t","21490"
"Crops and livestock products","Bulgaria","Production","Carrots and turnips","2022","t","9540"
"Crops and livestock products","Bulgaria","Production","Cauliflowers and broccoli","2022","t","1770"
"Crops and livestock products","Bulgaria","Production","Cereals n.e.c.","2022","t","7560"
"Crops and livestock products","Bulgaria","Production","Cherries","2022","t","53920"
"Crops and livestock products","Bulgaria","Production","Chestnuts, in shell","2022","t","40"
"Crops and livestock products","Bulgaria","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","46790"
"Crops and livestock products","Bulgaria","Production","Cucumbers and gherkins","2022","t","52270"
"Crops and livestock products","Bulgaria","Production","Currants","2022","t","60"
"Crops and livestock products","Bulgaria","Production","Eggplants (aubergines)","2022","t","9690"
"Crops and livestock products","Bulgaria","Production","Figs","2022","t","130"
"Crops and livestock products","Bulgaria","Production","Grapes","2022","t","161720"
"Crops and livestock products","Bulgaria","Production","Green garlic","2022","t","1290"
"Crops and livestock products","Bulgaria","Production","Hazelnuts, in shell","2022","t","760"
"Crops and livestock products","Bulgaria","Production","Hen eggs in shell, fresh","2022","1000 No","1127095"
"Crops and livestock products","Bulgaria","Production","Hop cones","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Horse meat, fresh or chilled","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Kiwi fruit","2022","t","80"
"Crops and livestock products","Bulgaria","Production","Leeks and other alliaceous vegetables","2022","t","1000"
"Crops and livestock products","Bulgaria","Production","Lemons and limes","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Lettuce and chicory","2022","t","4010"
"Crops and livestock products","Bulgaria","Production","Linseed","2022","t","1410"
"Crops and livestock products","Bulgaria","Production","Maize (corn)","2022","t","2554370"
"Crops and livestock products","Bulgaria","Production","Meat of cattle with the bone, fresh or chilled","2022","t","20710"
"Crops and livestock products","Bulgaria","Production","Meat of chickens, fresh or chilled","2022","t","90580"
"Crops and livestock products","Bulgaria","Production","Meat of ducks, fresh or chilled","2022","t","22440"
"Crops and livestock products","Bulgaria","Production","Meat of goat, fresh or chilled","2022","t","1370"
"Crops and livestock products","Bulgaria","Production","Meat of pig with the bone, fresh or chilled","2022","t","85030"
"Crops and livestock products","Bulgaria","Production","Meat of sheep, fresh or chilled","2022","t","7040"
"Crops and livestock products","Bulgaria","Production","Mushrooms and truffles","2022","t","1630"
"Crops and livestock products","Bulgaria","Production","Oats","2022","t","25800"
"Crops and livestock products","Bulgaria","Production","Olives","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","27460"
"Crops and livestock products","Bulgaria","Production","Oranges","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Other beans, green","2022","t","1940"
"Crops and livestock products","Bulgaria","Production","Other berries and fruits of the genus vaccinium n.e.c.","2022","t","2300"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2022","t","1930"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2022","t","420"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2022","t","9530"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2022","t","10"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2022","t","6540"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2022","t","24180"
"Crops and livestock products","Bulgaria","Production","Pears","2022","t","3100"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2022","t","20110"
"Crops and livestock products","Bulgaria","Production","Peas, green","2022","t","2670"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2022","t","56650"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Potatoes","2022","t","172210"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2022","t","13640"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2022","t","299420"
"Crops and livestock products","Bulgaria","Production","Raspberries","2022","t","5690"
"Crops and livestock products","Bulgaria","Production","Raw milk of buffalo","2022","t","15280"
"Crops and livestock products","Bulgaria","Production","Raw milk of cattle","2022","t","770730"
"Crops and livestock products","Bulgaria","Production","Raw milk of goats","2022","t","25930"
"Crops and livestock products","Bulgaria","Production","Raw milk of sheep","2022","t","56660"
"Crops and livestock products","Bulgaria","Production","Rice","2022","t","64320"
"Crops and livestock products","Bulgaria","Production","Rye","2022","t","17300"
"Crops and livestock products","Bulgaria","Production","Sorghum","2022","t","6020"
"Crops and livestock products","Bulgaria","Production","Sour cherries","2022","t","4260"
"Crops and livestock products","Bulgaria","Production","Soya beans","2022","t","10180"
"Crops and livestock products","Bulgaria","Production","Spinach","2022","t","520"
"Crops and livestock products","Bulgaria","Production","Strawberries","2022","t","5130"
"Crops and livestock products","Bulgaria","Production","Sunflower seed","2022","t","2140590"
"Crops and livestock products","Bulgaria","Production","Tangerines, mandarins, clementines","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Tomatoes","2022","t","126460"
"Crops and livestock products","Bulgaria","Production","Triticale","2022","t","42950"
"Crops and livestock products","Bulgaria","Production","True hemp, raw or retted","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Unmanufactured tobacco","2022","t","3820"
"Crops and livestock products","Bulgaria","Production","Walnuts, in shell","2022","t","4040"
"Crops and livestock products","Bulgaria","Production","Watermelons","2022","t","79980"
"Crops and livestock products","Bulgaria","Production","Wheat","2022","t","6447770"
"Crops and livestock products","Burkina Faso","Production","Almonds, in shell","2022","t","2045.79"
"Crops and livestock products","Burkina Faso","Production","Bambara beans, dry","2022","t","57208.53"
"Crops and livestock products","Burkina Faso","Production","Bananas","2022","t","46360.39"
"Crops and livestock products","Burkina Faso","Production","Cashew nuts, in shell","2022","t","145245.97"
"Crops and livestock products","Burkina Faso","Production","Cassava, fresh","2022","t","17081.25"
"Crops and livestock products","Burkina Faso","Production","Cattle fat, unrendered","2022","t","3100.13"
"Crops and livestock products","Burkina Faso","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","8780.48"
"Crops and livestock products","Burkina Faso","Production","Cow peas, dry","2022","t","829204.07"
"Crops and livestock products","Burkina Faso","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","22217.58"
